date,title,original_link,subhead,author,source,print,pic_list,body
09/11/2020,Bảo vệ phụ nữ và trẻ em trước đại dịch Covid-19,http://laodongxahoi.net/bao-ve-phu-nu-va-tre-em-truoc-dai-dich-covid-19-1317152.html,"Cú sốc do dịch bệnh Covid-19 gây ra đã làm ảnh hưởng không nhỏ đến nền kinh tế thế giới, kèm theo đó là sự gia tăng bất bình đẳng. Trong đó, phụ nữ và trẻ em, nhất là phụ nữ đã có con hoặc đang nuôi con nhỏ… là những đối tượng dễ bị tổn thương nhất. Đại dịch Covid-19 cũng làm gia tăng nguy cơ bạo lực đối với phụ nữ và trẻ em.",****,,,,"****

"
