date,title,original_link,subhead,author,source,pic_list,body
20/09/2020,Đoàn viên tham gia hiến máu cứu người,https://nld.com.vn/cong-doan/doan-vien-tham-gia-hien-mau-cuu-nguoi-20200920203602641.htm,"##  LĐLĐ quận Thủ Đức sáng 20-9 đã phối hợp với Trung tâm Hiến máu nhân đạo TP
HCM tổ chức ngày hội hiến máu tình nguyện trong đoàn viên, CNVC-LĐ. Chương
trình thu hút 219 tình nguyện viên tham gia, mỗi người hiến 250 - 450 ml máu.

","Tin-ảnh: N.Hà

",,https://nld.mediacdn.vn/thumb_w/684/2020/9/20/8-nha-16006086391501735508788.jpg|Đoàn viên tham gia hiến máu cứu người - Ảnh 1.,"Đoàn viên, CNVC-LĐ tham gia [hiến máu](https://nld.com.vn/hien-mau.html ""hiến
máu"") được tặng đường, sữa, thuốc bổ, khám sức khỏe... theo quy định. Đây là
đợt hiến máu thứ 3 được LĐLĐ quận Thủ Đức và Trung tâm Hiến máu nhân đạo TP
HCM phối hợp tổ chức từ đầu năm 2020 đến nay, góp phần giải quyết tình trạng
thiếu hụt máu tại các bệnh viện ở TP do ảnh hưởng của dịch Covid-19.  

![Đoàn viên tham gia hiến máu cứu người - Ảnh
1.](https://nld.mediacdn.vn/thumb_w/684/2020/9/20/8-nha-16006086391501735508788.jpg)

Đoàn viên quận Thủ Đức, TP HCM tham gia hiến máu tình nguyện

Trước đó, Công đoàn và Đoàn Thanh niên Tổng Công ty Xây dựng Sài Gòn đã tổ
chức ngày hội hiến máu tình nguyện trong CNVC-LĐ với 40 người tham gia.

Tin-ảnh: N.Hà

[

Chia sẻ

](javascript:;)

[ ![](https://nld.mediacdn.vn/web_images/icon-print-3.png)
](/Print.aspx?NewsID=20200920203602641 ""Print"")

"
30/09/2020,Bồi dưỡng kỹ năng nghề cho người lao động,https://nld.com.vn/cong-doan/boi-duong-ky-nang-nghe-cho-nguoi-lao-dong-20200929211730526.htm,"##  LĐLĐ quận 9, TP HCM sáng 29-9 đã phối hợp với Trường Trung cấp nghề Đông
Sài Gòn tổ chức Hội thi Tin học văn phòng trong CNVC-LĐ.

","Tin-ảnh: H.Đào

",,https://nld.mediacdn.vn/thumb_w/684/2020/9/29/8-hdao-16013883514071448944405.jpg|Bồi dưỡng kỹ năng nghề cho người lao động - Ảnh 1.,"74 thí sinh từ 35 đơn vị tham gia tranh tài ở 2 phần thi: lý thuyết (trắc
nghiệm về [kỹ năng](https://nld.com.vn/ky-nang.html ""kỹ năng"") sử dụng máy
tính và các thiết bị kết nối máy tính căn bản, kỹ năng tham gia cuộc sống trực
tuyến an toàn, ứng dụng tin học trong quá trình thao tác trên văn bản với
Microsoft Word, bảng tính Microsoft Excel) và thực hành (thiết kế 5 slide giới
thiệu về đơn vị; xử lý bảng tính, lập biểu đồ và thiết kế một hệ thống mạng
máy tính của đơn vị). Ban tổ chức đã trao 26 giải thưởng cho các thí sinh xuất
sắc.  

![Bồi dưỡng kỹ năng nghề cho người lao động - Ảnh
1.](https://nld.mediacdn.vn/thumb_w/684/2020/9/29/8-hdao-16013883514071448944405.jpg)

Thí sinh thi trắc nghiệm tại Hội thi Tin học văn phòng tại quận 9, TP HCM

* Trước đó, tối 28-9, Công đoàn Dệt may Việt Nam phối hợp với Công ty May Việt Thắng khai giảng lớp học ""Nâng cao trình độ, kỹ năng nghề nghiệp cho đoàn viên và người lao động năm 2020"". Tham dự lớp học có 70 học viên là nhân viên kỹ thuật chuyền, công nhân bậc cao, tổ trưởng, tổ phó, cán bộ kỹ thuật. 

Học viên được giảng viên Trường Cao đẳng Kinh tế - Kỹ thuật Vinatex TP HCM
trang bị kiến thức cơ bản về quản lý may mẫu, rải chuyền, quản lý vật tư trên
chuyền và xử lý phát sinh tại dây chuyền trong doanh nghiệp may công nghiệp,
các kỹ năng mềm cơ bản hỗ trợ nghiệp vụ quản lý, điều hành tổ sản xuất ngành
may... Đây là lớp học đầu tiên trong tổng số 20 lớp học với trên 1.200 người
lao động ở các doanh nghiệp may khu vực phía Nam tham gia. Toàn bộ kinh phí
học tập do Công đoàn Dệt may Việt Nam chi trả.

Tin-ảnh: H.Đào

[

Chia sẻ

](javascript:;)

[ ![](https://nld.mediacdn.vn/web_images/icon-print-3.png)
](/Print.aspx?NewsID=20200929211730526 ""Print"")

"
09/03/2020,Bình Phước: Phó Chi cục trưởng Chi cục Hải quan gây tai nạn giao thông rồi bỏ chạy chỉ bị xử lý hành chính,https://nld.com.vn/thoi-su/binh-phuoc-pho-chi-cuc-truong-chi-cuc-hai-quan-gay-tai-nan-giao-thong-roi-bo-chay-chi-bi-xu-ly-hanh-chinh-20200903150537264.htm,"##  (NLĐO)-Điều khiển phương tiện trong trình trạng đã uống rượu bia gây tai
nạn giao thông, thương tích nạn nhân 27% nhưng Phó Chi cục trưởng, Chi cục Hải
quan cửa khẩu Hoàng Diệu không bị khởi tố

","

",,https://nld.mediacdn.vn/thumb_w/684/2020/6/27/f857abb75e5fa301fa4e-15932630693481999537910.jpg|Bình Phước: Phó Chi cục trưởng Chi cục Hải quan gây tai nạn giao thông rồi bỏ chạy chỉ bị xử lý hành chính - Ảnh 1.&&https://nld.mediacdn.vn/thumb_w/684/2020/6/28/2-1-15933232815331629367907.jpg|Bình Phước: Phó Chi cục trưởng Chi cục Hải quan gây tai nạn giao thông rồi bỏ chạy chỉ bị xử lý hành chính - Ảnh 2.,"Chiều 4-9, Ban Tuyên giáo tỉnh ủy Bình Phước đã tổ chức giao ban và cung cấp
thông tin cho báo chí.  
Liên quan đến vụ việc ông Mai Như Vệ, Phó Chi cục trưởng, Chi cục Hải quan cửa
khẩu Hoàng Diệu gây tai nạn giao thông (TNGT) tại xã Phước Minh, huyện Bù Gia
Mập, theo Công an tỉnh Bình Phước, mặc dù ông Vệ không thừa nhận là người điều
khiển xe ô tô gây TNGT nhưng căn cứ các tài liệu, chứng cứ thu thập được, cơ
quan điều tra có đầy đủ căn cứ xác định ông Vệ chính là người điều khiển
phương tiện nói trên không đi đúng phần đường bên phải theo chiều đi của mình
gây TNGT.

![Bình Phước: Phó Chi cục trưởng Chi cục Hải quan gây tai nạn giao thông rồi
bỏ chạy chỉ bị xử lý hành chính - Ảnh
1.](https://nld.mediacdn.vn/thumb_w/684/2020/6/27/f857abb75e5fa301fa4e-15932630693481999537910.jpg)

Ông Mai Như Vệ điều khiền phương tiện gây TNGT bị người dân ghi lại

Hành vi của ông Vệ vi phạm khoản 1, điều 9 Luật Giao thông đường bộ. Tuy nhiên
hành vi của ông Vệ chưa đủ yếu tố cấu thành tội ""Vi phạm quy định về tham gia
giao thông đường bộ"" theo điều 260 Bộ luật Hình sự. Do đó ngày 4-8, Cơ quan
CSĐT Công an huyện Bù Gia Mập đã ra Quyết định số 16/QĐ-CQĐT về việc không
khởi tố vụ án hình sự đối với vụ án nói trên.  
Ngày 5-8, VKSND huyện Bù Gia Mập đã có Thông báo 33/TB-VKS thống nhất với
quyết định không khởi tố vụ án trên.  
Theo kết luận, ông Vệ vi phạm: Gây TNGT không dừng lại, không giữ nguyên hiện
trường; không tham gia cấp cứu người bị nạn; không chấp hành yêu cầu kiểm tra
nồng độ cồn của người thi hành công vụ; đưa phương tiện có giấy đăng ký xe
nhưng đã hết hạn sử dụng tham gia giao thông.  
Kết luận cũng nêu rõ ông Mai Như Vệ là một cán bộ, đảng viên giữ chức vụ Phó
Chi cục trưởng, Chi cục Hải quan cửa khẩu Hoàng Diệu nhưng không nêu cao tinh
thần trách nhiệm, thiếu gương mẫu, vi phạm những điều đảng viên không được
làm…

Công an tỉnh Bình Phước đã chỉ đạo Công an Bù Gia Mập có văn bản gửi Cục Hải
quan tỉnh Bình Phước và đề nghị đơn vị này xử lý ông Vệ theo quy định.

![Bình Phước: Phó Chi cục trưởng Chi cục Hải quan gây tai nạn giao thông rồi
bỏ chạy chỉ bị xử lý hành chính - Ảnh
2.](https://nld.mediacdn.vn/thumb_w/684/2020/6/28/2-1-15933232815331629367907.jpg)

Phương tiện gây TNGT bị trầy xước

Như Báo Người Lao Động đã thông tin tối 27-6, ông Mai Như Vệ (54 tuổi, ngụ
phường Tân Bình, TP Đồng Xoài, tỉnh Bình Phước) chạy ô tô lưu thông trên đường
ĐT759, hướng từ huyện Bù Đốp đi TP HCM. Trong lúc lưu thông, xe ông Vệ tông
trực diện vào xe máy do bà Phạm Thị Năm (36 tuổi; ngụ xã Phước Minh, huyện Bù
Gia Mập) điều khiển, lưu thông chiều ngược lại.

Vụ việc khiến bà Năm ngã văng ra đường, bị thương nặng phải đưa đi cấp cứu tại
Bệnh viện Đa khoa Bình Phước. Chiếc xe máy bị tông nát, còn phần đầu xe ô tô
của ông Vệ hư hỏng. Theo kết luận giám định thương tật, bà Năm bị thương tích
27%.  

Điều đáng nói là sau khi tông bà Năm, xe ông Vệ tiếp tục bỏ chạy. Một số người
dân phát hiện đuổi theo khoảng gần 5 km, lúc đến khu vực thôn Bình Lợi, xã
Phước Minh thì chặn lại được. Qua kiểm tra ban đầu, CSGT xác định ông Vệ vi
phạm về nồng độ cồn trong lúc tham gia giao thông.

[

Chia sẻ

](javascript:;)

[ ![](https://nld.mediacdn.vn/web_images/icon-print-3.png)
](/Print.aspx?NewsID=20200903150537264 ""Print"")

"
09/01/2020,"Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh",https://nld.com.vn/chinh-tri/lanh-dao-dang-nha-nuoc-vao-lang-vieng-chu-tich-ho-chi-minh-20200901114310126.htm,"##  Sáng 1-9, Đoàn đại biểu Ban Chấp hành Trung ương Đảng, Chủ tịch nước, Quốc
hội, Chính phủ, Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam đã đặt hoa và vào
Lăng viếng Chủ tịch Hồ Chí Minh

","Theo VGP

",,"https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-1-1598934339319322220607.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 1.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/vieng-1598935708884957885959.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 2.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-2-15989343432621833275974.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 3.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-3-1598934343264996717762.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 4.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-4-15989343432671011220531.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 5.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-5-15989343432691639699960.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 6.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-6-15989343432711062413774.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 7.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/1/img9490-1598923601492839835513-1598935344497380934825.jpg|Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh 8.","Kỷ niệm 75 năm Ngày Cách mạng Tháng Tám (19-8-1945 - 19-8-2020) và Quốc khánh
nước Cộng hòa xã hội chủ nghĩa Việt Nam (2-9-1945 - 2-9-2020), sáng 1-9, Đoàn
đại biểu Ban Chấp hành Trung ương Đảng, Chủ tịch nước, Quốc hội, Chính phủ, Ủy
ban Trung ương Mặt trận Tổ quốc Việt Nam đã đặt hoa và vào Lăng **[viếng Chủ
tịch Hồ Chí Minh](https://nld.com.vn/vieng-chu-tich-ho-chi-minh.html ""viếng
Chủ tịch Hồ Chí Minh"")**.

![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
1.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-1-1598934339319322220607.jpg)

Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh: VGP

Dự lễ viếng có: Thủ tướng Chính phủ Nguyễn Xuân Phúc; nguyên Tổng Bí thư Nông
Đức Mạnh; nguyên Chủ tịch nước Trương Tấn Sang; nguyên Chủ tịch Quốc hội
Nguyễn Văn An; Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam Trần Thanh
Mẫn.  

Các lãnh đạo Đảng, Nhà nước, nguyên lãnh đạo Đảng, Nhà nước; các Ủy viên Bộ
Chính trị, Bí thư Trung ương Đảng, Phó Chủ tịch Quốc hội, Phó Thủ tướng Chính
phủ; các cán bộ lão thành cách mạng và lãnh đạo các ban, bộ, ngành, đoàn thể
Trung ương cùng dự Lễ viếng.

Vòng hoa của Đoàn mang dòng chữ ""Đời đời nhớ ơn Chủ tịch Hồ Chí Minh vĩ đại"".
Với lòng biết ơn vô hạn, Đoàn đại biểu đã thành kính tưởng nhớ công lao to lớn
của Chủ tịch Hồ Chí Minh, lãnh tụ vĩ đại, Người thầy kính yêu của Đảng và dân
tộc ta. Người đã hy sinh cả cuộc đời cho sự nghiệp đấu tranh giải phóng dân
tộc, thống nhất đất nước, xây dựng Tổ quốc Việt Nam độc lập, thống nhất.

Toàn Đảng, toàn quân, toàn dân Việt Nam quyết kiên trì con đường Chủ tịch Hồ
Chí Minh đã lựa chọn, ra sức vận dụng sáng tạo tư tưởng của Người để đưa sự
nghiệp cách mạng mà Người để lại vươn tới những tầm cao mới, sánh vai cùng các
cường quốc năm châu.

![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
2.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/vieng-1598935708884957885959.jpg)

Tiếp đó, Đoàn đại biểu Ban Chấp hành Trung ương Đảng, Chủ tịch nước, Quốc hội,
Chính phủ, Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam đã đến đặt vòng hoa và
tưởng niệm các Anh hùng Liệt sĩ tại Đài tưởng niệm các Anh hùng Liệt sĩ, đường
Bắc Sơn, Hà Nội.

Đoàn đại biểu đã nghiêng mình tưởng nhớ các Anh hùng Liệt sĩ - những người con
ưu tú của dân tộc đã không tiếc máu xương, dũng cảm chiến đấu, hy sinh vì sự
nghiệp đấu tranh giải phóng dân tộc, vì nền độc lập, tự do của Tổ quốc, vì
hạnh phúc của nhân dân. Vòng hoa của Đoàn mang dòng chữ ""Đời đời nhớ ơn các
Anh hùng Liệt sĩ"".

Cùng ngày, các đoàn đại biểu Quân ủy Trung ương và Bộ Quốc phòng, Đảng ủy Công
an Trung ương và Bộ Công an, Bộ Ngoại giao, Thành ủy, UBND thành phố Hà Nội,
đại diện các cơ quan ngoại giao và tổ chức quốc tế... đã đến đặt vòng hoa và
vào Lăng viếng Chủ tịch Hồ Chí Minh; đặt vòng hoa và tưởng niệm các Anh hùng
Liệt sĩ tại Đài tưởng niệm các Anh hùng Liệt sĩ.

Một số hình ảnh:

![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
3.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-2-15989343432621833275974.jpg)

Đoàn đại biểu Quân ủy Trung ương và Bộ Quốc phòng. Ảnh: VGP  
  
---  
  
  
  
![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
4.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-3-1598934343264996717762.jpg)

Đoàn đại biểu Đảng ủy Công an Trung ương và Bộ Công an - Ảnh: VGP  
  
---  
  
  
  
![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
5.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-4-15989343432671011220531.jpg)

Đoàn đại biểu Bộ Ngoại giao - Ảnh: VGP  
  
---  
  
  
  
![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
6.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-5-15989343432691639699960.jpg)

Đoàn đại diện các cơ quan ngoại giao và tổ chức quốc tế - Ảnh: VGP  
  
---  
  
  
  
![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
7.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/photo-6-15989343432711062413774.jpg)

Đoàn đại biểu Thành ủy, UBND thành phố Hà Nội - Ảnh: VGP  
  
---  
  
  
  
  
Cũng trong sáng 1-9, tại TP HCM, Thành ủy, HĐND, UBND, Ủy ban Mặt trận Tổ quốc
Việt Nam TPHCM đã tổ chức Lễ dâng hương, dâng hoa Chủ tịch Hồ Chí Minh và Chủ
tịch Tôn Đức Thắng tại Bảo tàng Hồ Chí Minh - Chi nhánh TPHCM, Bảo tàng Tôn
Đức Thắng và Công viên Tượng đài Chủ tịch Hồ Chí Minh.

![Lãnh đạo Đảng, Nhà nước vào Lăng viếng Chủ tịch Hồ Chí Minh - Ảnh
8.](https://nld.mediacdn.vn/thumb_w/684/2020/9/1/img9490-1598923601492839835513-1598935344497380934825.jpg)

Lãnh đạo TP HCM dâng hoa tại Công viên Tượng đài Chủ tịch Hồ Chí Minh - Ảnh:
Trường Hoàng

  

Với truyền thống đạo lý ""Uống nước nhớ nguồn"" của dân tộc, thay mặt Đoàn đại
biểu, Bí thư Thành ủy Nguyễn Thiện Nhân đã bày tỏ lòng biết ơn sâu sắc trước
công lao to lớn của Chủ tịch Hồ Chí Minh trong sự nghiệp đấu tranh giải phóng
dân tộc, thống nhất đất nước; báo lên Bác những thành quả tiêu biểu mà Đảng
bộ, chính quyền và nhân dân TPHCM đạt được trong những năm qua.

Cùng ngày, Đoàn đã tới dâng hương tại Bảo tàng Tôn Đức Thắng và dâng hoa tại
Công viên Tượng đài Chủ tịch Hồ Chí Minh.  
  
---  
  
Theo VGP

[

Chia sẻ

](javascript:;)

[ ![](https://nld.mediacdn.vn/web_images/icon-print-3.png)
](/Print.aspx?NewsID=20200901114310126 ""Print"")

"
09/04/2020,"TP HCM tiếp tục hỗ trợ người lao động ""mùa"" dịch Covid -19",https://nld.com.vn/cong-doan/tp-hcm-tiep-tuc-ho-tro-nguoi-lao-dong-mua-dich-covid-19-20200903210120216.htm,"##  TP HCM sẽ chi hơn 27 tỉ đồng từ nguồn Quỹ Phòng chống dịch Covid-19 để
tiếp tục hỗ trợ cho hơn 27.000 người lao động tự do bị ảnh hưởng bởi đại dịch
Covid-19

","PHAN ANH thực hiện

",,https://nld.mediacdn.vn/thumb_w/684/2020/9/3/8-ongleminhtanb-159914160987582131356.jpg|TP HCM tiếp tục hỗ trợ người lao động mùa dịch Covid -19 - Ảnh 1.&&https://nld.mediacdn.vn/thumb_w/684/2020/9/3/8-chot-15991414670961949733790.jpg|TP HCM tiếp tục hỗ trợ người lao động mùa dịch Covid -19 - Ảnh 2.,"Sở Lao động - Thương binh và Xã hội (LĐ-TB-XH) TP HCM vừa có công văn đề nghị
Ủy ban MTTQ TP HCM sử dụng nguồn Quỹ Phòng chống dịch Covid-19 để xem xét [hỗ
trợ](https://nld.com.vn/ho-tro.html ""hỗ trợ"") gần 27.500 người lao động (NLĐ)
tự do gặp khó khăn do dịch Covid-19. Xung quanh chính sách này, phóng viên Báo
Người Lao Động đã có buổi trao đổi với ông Lê Minh Tấn, Giám đốc Sở LĐ-TB-XH
TP.  

 ** _* Phóng viên: Vì sao sở lại đề xuất hỗ trợ cho nhóm đối tượng này?_**

 **\- Ông LÊ MINH TẤN:** Đề xuất này nhằm thực hiện chỉ đạo của UBND TP HCM
tại Công văn 6305 (ngày 29-7-2020) về việc hỗ trợ NLĐ tự do bị mất việc làm
gặp khó khăn do đại dịch Covid-19, trong đó có đề nghị Ủy ban MTTQ TP sử dụng
nguồn Quỹ Phòng chống dịch Covid-19 để xem xét hỗ trợ cho nhóm đối tượng trên.
Đây là nhóm đối tượng không thuộc 6 ngành nghề, công việc quy định tại điểm C,
khoản 1, điều 7 Quyết định 15/2020 của Thủ tướng Chính phủ. Qua khảo sát bước
đầu tại 24 quận - huyện, số lượng NLĐ tự do bị mất việc gặp khó khăn do đại
dịch Covid-19 trên địa bàn TP là 27.449 người, trong đó 6.701 người ngoại
tỉnh.

![TP HCM tiếp tục hỗ trợ người lao động mùa dịch Covid -19 - Ảnh
1.](https://nld.mediacdn.vn/thumb_w/684/2020/9/3/8-ongleminhtanb-159914160987582131356.jpg)

Ông Lê Minh Tấn, Giám đốc Sở LĐ-TB-XH TP HCM

* **_Cụ thể là những đối tượng nào, thưa ông?_**

\- Đối tượng được hỗ trợ là NLĐ tự do không được đào tạo chuyên môn kỹ thuật,
làm việc thuộc khu vực kinh tế phi chính thức, có việc làm bấp bênh, thiếu ổn
định, thu nhập thấp, thời gian làm việc dài, thường không được chi trả các chế
độ phụ cấp và các khoản bảo đảm an sinh xã hội; NLĐ tự do bị giảm sâu thu
nhập, mất, thiếu việc làm, gặp khó khăn, không bảo đảm mức sống tối thiểu,
chịu ảnh hưởng của đại dịch Covid-19. Để được nhận hỗ trợ, NLĐ tự do bị mất
việc làm thuộc tiêu chí đối tượng nêu trên và phải có đủ các điều kiện: không
có thu nhập hoặc có thu nhập thấp hơn mức chuẩn cận nghèo TP trong tháng
4-2020 (dưới 3 triệu đồng/tháng); cư trú hợp pháp tại địa phương. Trường hợp
NLĐ tạm trú trên địa bàn TP thì phải có đăng ký tạm trú được cơ quan công an
xác nhận; làm công việc thuộc các lĩnh vực, ngành - nghề phải tạm ngừng hoạt
động trong tháng 4-2020 theo các văn bản chỉ đạo của UBND TP triển khai thực
hiện Chỉ thị 15/2020; Chỉ thị 16/2020 của Thủ tướng Chính phủ.

![TP HCM tiếp tục hỗ trợ người lao động mùa dịch Covid -19 - Ảnh
2.](https://nld.mediacdn.vn/thumb_w/684/2020/9/3/8-chot-15991414670961949733790.jpg)

Lao động làm thuê tại các hộ kinh doanh vận tải hành khách công cộng là đối
tượng được hỗ trợ lần này Ảnh: HOÀNG TRIỀU

Cụ thể là NLĐ làm việc tại các cơ sở làm đẹp, phẫu thuật thẩm mỹ, vật lý trị
liệu, massage, xông hơi; các tụ điểm vui chơi, giải trí, sân khấu, rạp chiếu
phim, nhà hàng, trung tâm tiệc cưới, vũ trường, quán bar, karaoke, pub, beer
pub, hát với nhau; các điểm kinh doanh trò chơi điện tử (internet, game-
online); các địa điểm du lịch, tham quan, di tích, bảo tàng, thư viện; các cơ
sở kinh doanh thể thao (gym, fitness, billiards, yoga…), các trung tâm thể
dục, thể thao và các khu luyện thể thao công cộng; tại bến xe, làm thuê tại
các hộ kinh doanh vận tải hành khách công cộng.

Mức hỗ trợ là 1 triệu đồng/người, hỗ trợ cho tháng 4-2020. Dự kiến tổng kinh
phí hỗ trợ là hơn 27 tỉ đồng, từ Quỹ Phòng chống dịch Covid-19 TP.

 ** _* Để nhận được hỗ trợ, NLĐ tự do cần làm những thủ tục gì?_**

\- Trình tự, thủ tục thực hiện theo đúng quy định tại điều 8 Quyết định
15/2020 của Thủ tướng Chính phủ và khoản 3, mục VI, Công văn 1562 của UBND TP
HCM. Hồ sơ NLĐ đề nghị theo Mẫu số 1 (theo Công văn 1562), gửi UBND cấp xã,
phường, thị trấn (sau thời điểm TP chấp thuận thực hiện).

Đối với NLĐ ngoại tỉnh, tạm trú trên địa bàn TP, nếu đề nghị hưởng hỗ trợ thì
phải cam kết về việc không đề nghị hưởng các chính sách hỗ trợ khác tại địa
phương nơi thường trú; trường hợp phát hiện cam kết của NLĐ không đúng sự thật
thì NLĐ phải chịu trách nhiệm trước pháp luật và hoàn trả kinh phí hỗ trợ theo
quy định. Trường hợp NLĐ tự do thuộc diện được hưởng từ 2 chế độ hỗ trợ trở
lên tại Nghị quyết số 42/2020, Quyết định số 15/2020 của Chính phủ thì chỉ
được hưởng một chế độ hỗ trợ cao nhất do quận - huyện, xã - phường, thị trấn
xác định.

Ví dụ trường hợp NLĐ tự do trước đây đã nhận hỗ trợ của nhóm người thuộc hộ
nghèo, hộ cận nghèo theo Nghị quyết số 42 và Quyết định số 15 (mức hỗ trợ
750.000 đồng/người) thì quận - huyện thực hiện chi bổ sung thêm mức 250.000
đồng/người cho đủ mức hỗ trợ là 1 triệu đồng/người. Trường hợp NLĐ tự do trước
đây đã nhận hỗ trợ của nhóm người có công với cách mạng, người thuộc đối tượng
bảo trợ xã hội theo Nghị quyết số 42 và Quyết định số 15 (mức hỗ trợ 1,5 triệu
đồng/người) thì không giải quyết chính sách hỗ trợ nói trên.

Sau khi hoàn tất các thủ tục, Ủy ban MTTQ TP sẽ chuyển kinh phí hỗ trợ cho
UBND quận - huyện để chi hỗ trợ cho NLĐ. Chủ tịch UBND quận - huyện có trách
nhiệm quản lý, sử dụng và thanh quyết toán kinh phí hỗ trợ theo quy định; hoàn
trả Ủy ban MTTQ quận - huyện để chuyển về Ủy ban MTTQ TP đối với phần kinh phí
không sử dụng hết khi hoàn thành việc hỗ trợ cho các đối tượng. UBND quận -
huyện cũng chịu trách nhiệm về việc xác định theo tiêu chí, điều kiện, thẩm
định và chi hỗ trợ NLĐ, bảo đảm việc chi hỗ trợ đúng đối tượng, đúng chính
sách. Ủy ban MTTQ TP sẽ chủ trì, giám sát việc thực hiện chính sách hỗ trợ cho
các đối tượng nêu.

**100% NLĐ được hỗ trợ do ảnh hưởng Covid-19**

Giám đốc Sở LĐ-TB-XH TP Lê Minh Tấn cho biết đến ngày 31-8, TP đã giải quyết
hỗ trợ cho 546.800 đối tượng của 4.822 đơn vị (đạt 100%) với số tiền hơn 598
tỉ đồng. Trong đó, có 59.331 NLĐ tạm hoãn thực hiện hợp đồng lao động hoặc
nghỉ việc không hưởng lương (ngừng việc, hoãn việc) của 2.027 doanh nghiệp với
số tiền hơn 60,8 tỉ đồng; 1.058 NLĐ bị chấm dứt hợp đồng lao động, hợp đồng
làm việc nhưng không đủ điều kiện hưởng trợ cấp thất nghiệp (1 triệu
đồng/tháng)... 13.105 giáo viên, nhân viên trong các cơ sở mầm non ngoài công
lập, nhóm trẻ nghỉ việc không hưởng lương (1 triệu đồng/người/tháng) cũng được
nhận hỗ trợ trong đợt vừa rồi.

PHAN ANH thực hiện

[

Chia sẻ

](javascript:;)

[ ![](https://nld.mediacdn.vn/web_images/icon-print-3.png)
](/Print.aspx?NewsID=20200903210120216 ""Print"")

"
